Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family
detain,3208,6045,retard,-1,2,2,None
detain,3208,8563,inhibit,5,2,2,None
detain,3208,9418,intern,-1,2,2,None
detain,3208,11065,apprehend,-1,1,2,None
detain,3208,11636,mire,-1,2,2,None
detain,3208,13287,nab,-1,2,2,None
detain,3208,13418,constrain,6,2,2,None
detain,3208,17666,decelerate,-1,2,2,None
detain,3208,18317,impede,-1,2,2,None
detain,3208,31774,send up,-1,3,2,None
detain,3208,32192,pinch,-1,2,2,None
detain,3208,32687,bust,-1,2,2,None
detain,3208,33286,confine,6,1,2,None
detain,3208,33877,jail,3,1,2,None
detain,3208,34520,pick up,-1,3,2,None
detain,3208,36106,run in,-1,3,2,None
tin,1006,41,can,1,2,1,None
tin,1006,62,box,1,3,1,None
tin,1006,200,sack,5,2,1,None
tin,1006,333,lot,1,2,1,None
tin,1006,418,pile,4,2,1,None
tin,1006,491,bag,1,3,1,None
tin,1006,670,bottle,1,3,1,None
tin,1006,695,packet,4,3,1,None
tin,1006,845,trunk,-1,2,1,None
tin,1006,1062,load,4,2,1,None
tin,1006,1315,bunch,3,2,1,None
tin,1006,1634,entity,6,2,1,None
tin,1006,3046,parcel,-1,3,1,None
tin,1006,3064,container,4,3,1,None
tin,1006,3152,batch,-1,2,1,None
tin,1006,3633,unit,3,2,1,None
tin,1006,4535,stack,-1,2,1,None
tin,1006,4964,burden,5,2,1,None
tin,1006,5181,suitcase,-1,2,1,None
tin,1006,5312,baggage,3,2,1,None
tin,1006,5443,combination,4,2,1,None
tin,1006,5686,carton,-1,2,1,None
tin,1006,6818,luggage,-1,2,1,None
tin,1006,7261,assortment,-1,2,1,None
tin,1006,7313,crate,-1,2,1,None
tin,1006,7358,kit,3,3,1,None
tin,1006,8663,bale,-1,2,1,None
tin,1006,9137,amalgamation,-1,2,1,None
tin,1006,16029,sheaf,-1,2,1,None
unrest,6825,190,trouble,3,1,2,None
unrest,6825,1540,sorrow,6,2,2,None
unrest,6825,1679,irritation,6,2,2,None
unrest,6825,1930,protest,3,1,2,None
unrest,6825,2449,confusion,4,1,2,None
unrest,6825,3350,uproar,-1,1,2,None
unrest,6825,3562,tension,4,1,2,None
unrest,6825,3889,anxiety,4,1,2,None
unrest,6825,4004,debate,4,2,2,None
unrest,6825,4039,upset,4,2,2,None
unrest,6825,4324,disease,3,2,2,None
unrest,6825,5598,unease,-1,2,2,None
unrest,6825,5922,dissension,-1,1,2,None
unrest,6825,6031,turmoil,6,1,2,None
unrest,6825,6187,strife,-1,1,2,None
unrest,6825,7016,rebellion,5,1,2,None
unrest,6825,7174,controversy,5,1,2,None
unrest,6825,7595,perturbation,-1,2,2,None
unrest,6825,7829,distress,5,2,2,None
unrest,6825,7919,malaise,-1,2,2,None
unrest,6825,11302,dither,-1,2,2,None
unrest,6825,12552,contention,5,2,2,None
unrest,6825,12708,insurrection,-1,1,2,None
unrest,6825,13259,altercation,-1,2,2,None
unrest,6825,13557,disquiet,-1,2,2,None
unrest,6825,14496,vexation,-1,2,2,None
unrest,6825,15376,mortification,-1,2,2,None
unrest,6825,15721,ennui,-1,2,2,None
unrest,6825,16342,discord,-1,1,2,None
unrest,6825,16516,discontent,5,1,2,None
unrest,6825,18053,sedition,-1,2,2,None
unrest,6825,18668,disaffection,-1,2,2,None
unrest,6825,19412,perplexity,-1,2,2,None
unrest,6825,19421,chagrin,-1,2,2,None
unrest,6825,21368,tizzy,-1,2,2,None
unrest,6825,31339,change,1,2,2,None
unrest,6825,31489,restlessness,-1,2,2,None
unrest,6825,31673,bother,4,2,2,None
unrest,6825,31675,worry,2,2,2,None
unrest,6825,32554,dissatisfaction,4,2,2,None
unrest,6825,33048,tumult,-1,1,2,None
unrest,6825,33057,bickering,-1,2,2,None
unrest,6825,33058,quarrel,4,2,2,None
unrest,6825,33781,annoyance,5,2,2,None
unrest,6825,35489,uneasiness,-1,2,2,None
unrest,6825,35599,grief,4,2,2,None
unrest,6825,36341,moodiness,-1,2,2,None
unrest,6825,36440,crisis,4,1,2,None
unrest,6825,37709,anarchy,-1,1,2,None
orthodox,8415,112,right,1,1,3,None
orthodox,8415,143,straight,2,1,3,None
orthodox,8415,627,sound,2,1,3,None
orthodox,8415,1705,correct,2,1,3,None
orthodox,8415,2105,standard,4,1,3,None
orthodox,8415,2348,square,2,1,3,None
orthodox,8415,2734,religious,4,1,3,None
orthodox,8415,4517,conservative,5,1,3,None
orthodox,8415,5890,conventional,4,1,3,None
orthodox,8415,6108,devout,-1,1,3,None
orthodox,8415,7003,established,-1,1,3,None
orthodox,8415,7397,legitimate,6,1,3,None
orthodox,8415,12111,pious,-1,1,3,None
orthodox,8415,12340,sanctioned,-1,1,3,None
orthodox,8415,12525,TRUE,2,1,3,None
orthodox,8415,13194,reactionary,-1,1,3,None
orthodox,8415,15198,rightful,-1,1,3,None
orthodox,8415,18563,approved,-1,1,3,None
orthodox,8415,18926,authoritative,-1,1,3,None
orthodox,8415,23156,punctilious,-1,1,3,None
orthodox,8415,30155,doctrinal,-1,1,3,None
orthodox,8415,30213,received,-1,1,3,None
veteran,7083,1032,steady,4,2,3,None
veteran,7083,1057,wise,4,2,3,None
veteran,7083,3019,disciplined,-1,3,3,None
veteran,7083,3629,sophisticated,4,3,3,None
veteran,7083,4572,vet,3,2,3,None
veteran,7083,4681,practical,4,3,3,None
veteran,7083,5440,skilled,4,1,3,None
veteran,7083,6746,pro,4,2,3,None
veteran,7083,7411,weathered,-1,3,3,None
veteran,7083,10282,worldly,-1,3,3,None
veteran,7083,10650,proficient,-1,3,3,None
veteran,7083,19232,old,1,2,3,None
veteran,7083,21116,hardened,-1,3,3,None
veteran,7083,21422,adept,-1,2,3,None
veteran,7083,24475,expert,3,2,3,None
veteran,7083,32833,trained,-1,1,3,None
veteran,7083,33827,up to speed,3,3,3,None
veteran,7083,38400,old-time,-1,1,3,None
soar,906,388,top,2,3,1,None
soar,906,469,rocket,4,3,1,None
soar,906,514,sail,4,3,1,None
soar,906,607,lift,3,3,1,None
soar,906,1128,rise,3,3,1,None
soar,906,1369,glide,-1,2,1,None
soar,906,4122,aspire,5,2,1,None
soar,906,4655,ascend,-1,3,1,None
soar,906,8002,escalate,5,3,1,None
soar,906,8125,tower,3,2,1,None
soar,906,11632,skyrocket,-1,3,1,None
soar,906,19741,up,2,2,1,None
glorious,1650,177,fine,1,1,2,None
glorious,1650,282,great,2,3,2,None
glorious,1650,461,brilliant,3,3,2,None
glorious,1650,575,beautiful,1,3,2,None
glorious,1650,873,famous,1,3,2,None
glorious,1650,1160,enjoyable,3,3,2,None
glorious,1650,1171,excellent,2,1,2,None
glorious,1650,1445,remarkable,4,3,2,None
glorious,1650,1677,delightful,4,3,2,None
glorious,1650,1812,noble,5,3,2,None
glorious,1650,2175,celebrated,-1,1,2,None
glorious,1650,2437,memorable,4,3,2,None
glorious,1650,2525,majestic,-1,1,2,None
glorious,1650,2782,radiant,-1,1,2,None
glorious,1650,2934,magnificent,3,3,2,None
glorious,1650,3090,splendid,5,3,2,None
glorious,1650,3247,heavenly,-1,1,2,None
glorious,1650,3582,dazzling,6,3,2,None
glorious,1650,3592,superb,4,3,2,None
glorious,1650,3979,distinguished,4,1,2,None
glorious,1650,4645,renowned,6,1,2,None
glorious,1650,4724,venerable,-1,1,2,None
glorious,1650,5746,notable,5,1,2,None
glorious,1650,5976,heroic,5,3,2,None
glorious,1650,6569,pleasurable,5,1,2,None
glorious,1650,6687,marvelous,-1,3,2,None
glorious,1650,6743,gorgeous,3,3,2,None
glorious,1650,7290,elevated,-1,1,2,None
glorious,1650,7659,gratifying,-1,3,2,None
glorious,1650,8242,eminent,6,1,2,None
glorious,1650,8348,sublime,-1,3,2,None
glorious,1650,9275,illustrious,-1,3,2,None
glorious,1650,10498,noted,-1,1,2,None
glorious,1650,12078,immortal,6,1,2,None
glorious,1650,13324,esteemed,-1,1,2,None
glorious,1650,14468,effulgent,-1,1,2,None
glorious,1650,14469,august,-1,1,2,None
glorious,1650,19109,bright,3,3,2,None
glorious,1650,23698,preeminent,-1,1,2,None
glorious,1650,28086,grand,4,3,2,None
merciless,33707,185,grim,6,1,3,None
merciless,33707,244,hard,2,3,3,None
merciless,33707,1065,harsh,5,1,3,None
merciless,33707,3041,ruthless,6,1,3,None
merciless,33707,3451,severe,4,1,3,None
merciless,33707,4133,mortal,-1,3,3,None
merciless,33707,4476,implacable,-1,1,3,None
merciless,33707,4718,barbarous,-1,1,3,None
merciless,33707,5519,relentless,6,1,3,None
merciless,33707,5810,inexorable,-1,1,3,None
merciless,33707,7406,unrelenting,-1,1,3,None
merciless,33707,8768,inhumane,-1,1,3,None
merciless,33707,9918,unforgiving,-1,1,3,None
merciless,33707,10773,gratuitous,-1,3,3,None
merciless,33707,18602,unflinching,-1,3,3,None
merciless,33707,19242,wanton,-1,3,3,None
merciless,33707,19706,unyielding,-1,1,3,None
merciless,33707,22523,callous,-1,1,3,None
merciless,33707,25237,fierce,4,1,3,None
merciless,33707,29232,uncalled-for,-1,3,3,None
merciless,33707,31964,unfeeling,-1,3,3,None
merciless,33707,33234,unsparing,-1,1,3,None
merciless,33707,33371,cruel,3,1,3,None
merciless,33707,33751,cutthroat,-1,3,3,None
merciless,33707,35585,dog-eat-dog,-1,3,3,None
merciless,33707,37994,pitiless,-1,3,3,None
arouse,22011,524,warm,1,2,2,None
arouse,22011,646,stir,3,3,2,None
arouse,22011,1147,spark,5,3,2,None
arouse,22011,1852,thrill,5,2,2,None
arouse,22011,2256,awaken,-1,3,2,None
arouse,22011,2630,provoke,6,3,2,None
arouse,22011,2678,animate,-1,2,2,None
arouse,22011,3687,spur,6,3,2,None
arouse,22011,5807,rouse,-1,3,2,None
arouse,22011,6803,kindle,-1,3,2,None
arouse,22011,6851,stimulate,4,3,2,None
arouse,22011,8291,electrify,-1,2,2,None
arouse,22011,8498,instigate,-1,3,2,None
arouse,22011,8559,rally,6,2,2,None
arouse,22011,10605,enliven,-1,2,2,None
arouse,22011,11507,incite,-1,3,2,None
arouse,22011,12225,inflame,-1,3,2,None
arouse,22011,12389,goad,-1,2,2,None
arouse,22011,15267,whet,-1,2,2,None
arouse,22011,18455,foment,-1,3,2,None
arouse,22011,22381,waken,-1,2,2,None
arouse,27258,646,stir,3,1,2,None
arouse,27258,1147,spark,5,1,2,None
arouse,27258,1852,thrill,5,2,2,None
arouse,27258,2256,awaken,-1,1,2,None
arouse,27258,2630,provoke,6,1,2,None
arouse,27258,2678,animate,-1,2,2,None
arouse,27258,3687,spur,6,1,2,None
arouse,27258,5807,rouse,-1,1,2,None
arouse,27258,6803,kindle,-1,1,2,None
arouse,27258,6851,stimulate,4,1,2,None
arouse,27258,8291,electrify,-1,2,2,None
arouse,27258,8498,instigate,-1,1,2,None
arouse,27258,8559,rally,6,2,2,None
arouse,27258,12225,inflame,-1,1,2,None
arouse,27258,12389,goad,-1,2,2,None
arouse,27258,15267,whet,-1,2,2,None
arouse,27258,16536,incite,-1,1,2,None
arouse,27258,18455,foment,-1,1,2,None
arouse,27258,19395,enliven,-1,2,2,None
arouse,27258,22343,warm,1,2,2,None
arouse,27258,22381,waken,-1,2,2,None
arouse,27258,31285,challenge,3,2,2,None
arouse,27258,31340,move,2,2,2,None
arouse,27258,31559,agitate,-1,2,2,None
arouse,27258,31584,call,3,2,2,None
arouse,27258,32561,alert,5,2,2,None
arouse,27258,33136,send,1,2,2,None
arouse,27258,33878,foster,5,2,2,None
arouse,27258,34311,turn on,-1,3,2,None
arouse,27258,34312,wake up,-1,3,2,None
arouse,25479,646,stir,3,1,2,None
arouse,25479,1147,spark,5,1,2,None
arouse,25479,1852,thrill,5,2,2,None
arouse,25479,2256,awaken,-1,1,2,None
arouse,25479,2630,provoke,6,1,2,None
arouse,25479,2678,animate,-1,2,2,None
arouse,25479,3687,spur,6,1,2,None
arouse,25479,5807,rouse,-1,1,2,None
arouse,25479,6803,kindle,-1,1,2,None
arouse,25479,6851,stimulate,4,1,2,None
arouse,25479,8291,electrify,-1,2,2,None
arouse,25479,8498,instigate,-1,1,2,None
arouse,25479,8559,rally,6,2,2,None
arouse,25479,12225,inflame,-1,1,2,None
arouse,25479,12389,goad,-1,2,2,None
arouse,25479,15267,whet,-1,2,2,None
arouse,25479,16536,incite,-1,1,2,None
arouse,25479,18455,foment,-1,1,2,None
arouse,25479,19395,enliven,-1,2,2,None
arouse,25479,22343,warm,1,2,2,None
arouse,25479,22381,waken,-1,2,2,None
arouse,25479,31285,challenge,3,2,2,None
arouse,25479,31340,move,2,2,2,None
arouse,25479,31559,agitate,-1,2,2,None
arouse,25479,31584,call,3,2,2,None
arouse,25479,32561,alert,5,2,2,None
arouse,25479,33136,send,1,2,2,None
arouse,25479,33878,foster,5,2,2,None
arouse,25479,34311,turn on,-1,3,2,None
arouse,25479,34312,wake up,-1,3,2,None
suite,4600,57,body,1,2,1,None
suite,4600,214,set,4,2,1,None
suite,4600,333,lot,1,2,1,None
suite,4600,529,flat,3,2,1,None
suite,4600,3046,parcel,-1,2,1,None
suite,4600,3152,batch,-1,2,1,None
suite,4600,3417,collection,3,1,1,None
suite,4600,3627,array,5,2,1,None
suite,4600,6331,tenement,-1,2,1,None
suite,4600,6386,lodging,-1,1,1,None
suite,4600,6667,rental,5,1,1,None
suite,4600,31330,group,1,2,1,None
suite,4600,34737,series,4,2,1,None
suite,4600,35033,apartment,2,1,1,None
scattered,11572,1889,separate,3,2,3,None
scattered,11572,3713,messy,3,1,3,None
scattered,11572,13225,diffuse,-1,2,3,None
scattered,11572,16645,diffused,-1,2,3,None
scattered,11572,17440,sown,-1,2,3,None
scattered,11572,20438,rambling,-1,2,3,None
scattered,11572,22581,separated,-1,2,3,None
scattered,11572,22626,disorganized,4,2,3,None
scattered,11572,29399,dispersed,-1,3,3,None
scattered,11572,30539,sprinkled,-1,3,3,None
motion,3107,88,sign,3,2,2,None
motion,3107,163,swing,4,2,2,None
motion,3107,636,flow,3,2,2,None
motion,3107,646,stir,3,2,2,None
motion,3107,937,stream,4,2,2,None
motion,3107,960,sway,-1,2,2,None
motion,3107,1119,sweep,4,2,2,None
motion,3107,2095,travel,1,2,2,None
motion,3107,2302,direction,3,2,2,None
motion,3107,2312,passing,5,2,2,None
motion,3107,2877,advance,4,2,2,None
motion,3107,3770,passage,4,1,2,None
motion,3107,4604,drift,6,2,2,None
motion,3107,5254,progress,3,2,2,None
motion,3107,5802,tendency,5,2,2,None
motion,3107,6030,wavering,-1,2,2,None
motion,3107,7590,flux,-1,2,2,None
motion,3107,8072,mobility,5,2,2,None
motion,3107,8388,agitation,-1,2,2,None
motion,3107,8684,fluctuation,-1,2,2,None
motion,3107,8763,gesture,5,1,2,None
motion,3107,9876,inclination,6,2,2,None
motion,3107,12963,stirring,-1,2,2,None
motion,3107,13403,gesticulation,-1,2,2,None
motion,3107,13854,motility,-1,2,2,None
motion,3107,14982,changing,-1,2,2,None
motion,3107,18934,locomotion,-1,2,2,None
motion,3107,19146,signal,4,2,2,None
motion,3107,31339,change,1,2,2,None
motion,3107,31340,move,2,2,2,None
motion,3107,31486,oscillation,-1,2,2,None
motion,3107,32523,act,2,1,2,None
motion,3107,34264,wave,3,2,2,None
versatile,34448,364,ready,1,3,3,None
versatile,34448,620,handy,6,3,3,None
versatile,34448,682,plastic,2,3,3,None
versatile,34448,757,able,2,3,3,None
versatile,34448,4197,elastic,-1,3,3,None
versatile,34448,4813,varied,4,3,3,None
versatile,34448,5019,functional,4,1,3,None
versatile,34448,5246,variable,5,3,3,None
versatile,34448,5440,skilled,4,1,3,None
versatile,34448,7644,talented,3,1,3,None
versatile,34448,7691,gifted,5,1,3,None
versatile,34448,12515,facile,-1,3,3,None
versatile,34448,13124,ambidextrous,-1,3,3,None
versatile,34448,13746,ingenuous,-1,3,3,None
versatile,34448,17945,pliable,-1,3,3,None
versatile,34448,18909,adaptable,-1,1,3,None
versatile,34448,19486,conversant,-1,3,3,None
versatile,34448,23932,protean,-1,3,3,None
versatile,34448,24171,adroit,-1,3,3,None
versatile,34448,31349,resourceful,6,1,3,None
versatile,34448,31873,accomplished,-1,1,3,None
versatile,34448,32380,dexterous,-1,3,3,None
versatile,34448,32466,mobile,2,3,3,None
versatile,34448,35378,multifaceted,-1,3,3,None
versatile,34448,35379,all-purpose,-1,3,3,None
versatile,34448,35381,many-sided,-1,3,3,None
excess,7042,222,rest,3,2,2,excess
excess,7042,386,enough,2,2,2,excess
excess,7042,1579,refuse,3,2,2,excess
excess,7042,1737,waste,3,1,2,excess
excess,7042,2152,balance,4,2,2,excess
excess,7042,2723,spare,3,2,2,excess
excess,7042,4462,overweight,4,2,2,excess
excess,7042,5852,overflow,6,2,2,excess
excess,7042,6532,remainder,5,2,2,excess
excess,7042,6772,redundancy,5,2,2,excess
excess,7042,7410,overrun,-1,2,2,excess
excess,7042,7428,residue,5,2,2,excess
excess,7042,8686,surplus,6,1,2,excess
excess,7042,9466,profusion,-1,2,2,excess
excess,7042,10127,surfeit,-1,2,2,excess
excess,7042,11742,glut,-1,1,2,excess
excess,7042,11756,oversupply,-1,2,2,excess
excess,7042,13918,plethora,6,2,2,excess
excess,7042,15526,overdose,-1,3,2,excess
excess,7042,17905,inundation,-1,2,2,excess
excess,7042,21392,superfluity,-1,2,2,excess
excess,7042,21970,overkill,-1,1,2,excess
excess,7042,31948,overmuch,-1,2,2,excess
excess,7042,31950,plenty,3,2,2,excess
excess,7042,31952,too much,1,3,2,excess
excess,7042,32403,fat,1,2,2,excess
excess,7042,32522,leftover,-1,2,2,excess
excess,7042,34419,overload,5,2,2,excess
excess,7042,35056,lavishness,-1,2,2,excess
excess,7042,36239,by-product,-1,2,2,excess
excess,7042,36524,exuberance,-1,1,2,excess
excess,7042,37478,superabundance,-1,2,2,excess
excess,7042,38519,the limit,3,3,2,excess
excess,7042,38778,fulsomeness,-1,2,2,excess
excess,7042,39072,luxuriance,-1,2,2,excess
utility,7846,681,use,1,2,4,utility
utility,7846,1184,service,3,1,4,utility
utility,7846,3467,advantage,3,2,4,utility
utility,7846,3501,function,4,2,4,utility
utility,7846,4978,favor,-1,2,4,utility
utility,7846,5104,profit,4,2,4,utility
utility,7846,5288,avail,-1,2,4,utility
utility,7846,6771,convenience,4,2,4,utility
utility,7846,6815,practicality,-1,2,4,utility
utility,7846,7462,efficacy,-1,2,4,utility
utility,7846,8094,benefit,3,2,4,utility
utility,7846,8583,efficiency,4,2,4,utility
utility,7846,18249,adequacy,-1,2,4,utility
utility,7846,19667,relevance,5,2,4,utility
utility,7846,19842,applicability,-1,2,4,utility
utility,7846,31333,expediency,-1,2,4,utility
utility,7846,32087,point,3,2,4,utility
utility,7846,32478,fitness,3,2,4,utility
utility,7846,33175,account,3,2,4,utility
utility,7846,34203,usefulness,5,2,4,utility
utility,7846,36859,appropriateness,-1,2,4,utility
portray,1975,19,picture,1,2,2,portray
portray,1975,59,draw,1,2,2,portray
portray,1975,82,paint,1,1,2,portray
portray,1975,779,describe,2,1,2,portray
portray,1975,1433,mimic,-1,2,2,portray
portray,1975,1807,figure,3,2,2,portray
portray,1975,2355,image,6,2,2,portray
portray,1975,2790,photograph,2,2,2,portray
portray,1975,2867,illustrate,4,1,2,portray
portray,1975,4137,depict,6,1,2,portray
portray,1975,4697,sketch,6,2,2,portray
portray,1975,4757,simulate,5,2,2,portray
portray,1975,5078,reproduce,5,2,2,portray
portray,1975,5345,render,6,1,2,portray
portray,1975,7198,duplicate,-1,2,2,portray
portray,1975,10366,delineate,-1,2,2,portray
portray,1975,12707,interpret,5,1,2,portray
portray,1975,13018,characterize,5,1,2,portray
portray,1975,31731,copy,2,2,2,portray
portray,1975,31771,parody,-1,2,2,portray
portray,1975,32093,impersonate,-1,2,2,portray
governance,6119,1166,law,3,1,3,governance
governance,6119,2004,command,4,2,3,governance
governance,6119,2302,direction,3,2,3,governance
governance,6119,3005,empire,5,2,3,governance
governance,6119,3945,authority,4,2,3,governance
governance,6119,4209,executive,5,2,3,governance
governance,6119,5831,domination,5,2,3,governance
governance,6119,6378,administration,5,1,3,governance
governance,6119,6388,execution,5,2,3,governance
governance,6119,7046,ministry,5,2,3,governance
governance,6119,7047,dominion,-1,2,3,governance
governance,6119,8448,jurisdiction,5,2,3,governance
governance,6119,9273,patronage,-1,2,3,governance
governance,6119,10347,polity,-1,2,3,governance
governance,6119,17515,bureaucracy,6,2,3,governance
governance,6119,31923,control,3,1,3,governance
governance,6119,32068,power,4,2,3,governance
governance,6119,32275,influence,4,2,3,governance
governance,6119,36461,guidance,4,2,3,governance
governance,6119,38055,politics,3,1,3,governance
being,2984,336,world,1,2,1,None
being,2984,882,journey,2,2,1,None
being,2984,1331,living,4,2,1,None
being,2984,2112,reality,4,2,1,None
being,2984,2631,presence,4,2,1,None
being,2984,3384,vitality,6,2,1,None
being,2984,9144,animation,4,2,1,None
being,2984,17490,subsistence,-1,2,1,None
being,2984,20184,actuality,-1,2,1,None
being,2984,33127,life,1,2,1,None
format,4787,477,shape,3,1,2,format
format,4787,621,makeup,-1,2,2,format
format,4787,841,size,2,1,2,format
format,4787,1130,form,4,1,2,format
format,4787,1787,pattern,4,1,2,format
format,4787,1807,figure,3,2,2,format
format,4787,3556,formation,6,2,2,format
format,4787,5150,formula,5,2,2,format
format,4787,5158,composition,4,1,2,format
format,4787,9781,configuration,5,1,2,format
format,4787,31566,arrangement,3,1,2,format
format,4787,31610,look,1,2,2,format
format,4787,32507,scheme,4,1,2,format
format,4787,33640,dimensions,4,2,2,format
format,4787,33818,setup,-1,1,2,format
socialist,5983,3755,liberal,5,2,3,None
socialist,5983,4202,revolutionary,4,2,3,None
socialist,5983,7723,leftist,-1,2,3,None
socialist,5983,34454,progressive,5,2,3,None
consensus,32387,1974,accord,-1,1,3,consensus
consensus,32387,2359,harmony,6,1,3,consensus
consensus,32387,4077,unity,5,1,3,consensus
consensus,32387,7376,unison,-1,2,3,consensus
consensus,32387,8891,concord,-1,2,3,consensus
consensus,32387,13952,consent,5,1,3,consensus
consensus,32387,16819,unanimity,-1,1,3,consensus
consensus,32387,18083,concurrence,-1,2,3,consensus
mishap,7437,367,smash,4,2,2,None
mishap,7437,1291,total,3,2,2,None
mishap,7437,2299,blunder,-1,1,2,None
mishap,7437,3386,disaster,4,1,2,None
mishap,7437,3393,hazard,5,1,2,None
mishap,7437,3635,collision,5,2,2,None
mishap,7437,8762,calamity,-1,1,2,None
mishap,7437,9281,fluke,-1,2,2,None
mishap,7437,9643,setback,5,1,2,None
mishap,7437,14265,blow,3,2,2,None
mishap,7437,16458,misadventure,-1,2,2,None
mishap,7437,16961,misfortune,5,1,2,None
mishap,7437,23393,pileup,-1,1,2,None
mishap,7437,31404,mistake,2,1,2,None
prey,1364,43,game,1,2,1,None
prey,1364,611,mark,4,2,1,None
prey,1364,1781,quest,6,2,1,None
prey,1364,2693,kill,2,2,1,None
prey,1364,2978,victim,4,2,1,None
prey,1364,3871,spoil,3,2,1,None
prey,1364,4434,mug,-1,2,1,None
prey,1364,6237,sufferer,6,2,1,None
prey,1364,7398,loot,-1,2,1,None
prey,1364,7750,underdog,-1,2,1,None
prey,1364,8750,martyr,-1,2,1,None
prey,1364,8764,casualty,6,2,1,None
prey,1364,11150,quarry,-1,2,1,None
prey,1364,12585,dupe,-1,2,1,None
prey,1364,20447,pillage,-1,2,1,None
prey,1364,21922,raven,-1,2,1,None
standing,6769,1274,regular,3,2,2,None
standing,6769,2475,perpetual,-1,3,2,None
standing,6769,5946,repeated,6,2,2,None
standing,6769,11764,existing,4,1,2,None
standing,6769,14588,fixed,4,2,2,None
seduce,8020,59,draw,1,2,2,None
seduce,8020,934,steer,4,2,2,None
seduce,8020,1304,coax,-1,2,2,None
seduce,8020,1678,lure,6,2,2,None
seduce,8020,2574,betray,4,3,2,None
seduce,8020,2975,hook,4,2,2,None
seduce,8020,3546,induce,5,2,2,None
seduce,8020,4247,mislead,5,2,2,None
seduce,8020,4674,beguile,-1,3,2,None
seduce,8020,5818,bribe,5,2,2,None
seduce,8020,6706,bait,-1,2,2,None
seduce,8020,7287,sucker,-1,1,2,None
seduce,8020,9148,deceive,4,3,2,None
seduce,8020,12854,entice,-1,3,2,None
seduce,8020,16929,entrap,-1,2,2,None
seduce,8020,18802,decoy,-1,2,2,None
prime,7010,105,pink,2,2,1,None
prime,7010,388,top,2,2,1,None
prime,7010,540,flower,1,2,1,None
prime,7010,773,spring,2,2,1,None
prime,7010,861,bloom,-1,2,1,None
prime,7010,977,cream,2,2,1,None
prime,7010,2881,peak,4,2,1,None
prime,7010,3124,perfection,5,2,1,None
prime,7010,3384,vitality,6,2,1,None
prime,7010,4066,springtime,-1,2,1,None
prime,7010,5394,flowering,-1,2,1,None
prime,7010,7483,maturity,-1,2,1,None
prime,7010,9935,zenith,-1,2,1,None
prime,7010,9937,heyday,-1,1,1,None
prime,7010,23432,verdure,-1,2,1,None
prime,7010,31557,prize,2,2,1,None
prime,7010,32403,fat,1,2,1,None
prime,7010,32565,choice,3,2,1,None
prime,7010,32567,best,1,2,1,None
prime,7010,32568,elite,5,2,1,None
prime,7010,35016,height,3,2,1,None
cutting,6854,1123,sharp,3,2,2,None
cutting,6854,1755,piercing,-1,1,2,None
cutting,6854,3148,raw,3,1,2,None
cutting,6854,3451,severe,4,3,2,None
cutting,6854,4384,hurtful,-1,3,2,None
cutting,6854,4956,malicious,6,3,2,None
cutting,6854,6284,barbed,-1,1,2,None
cutting,6854,6593,acid,4,2,2,None
cutting,6854,11072,scathing,-1,1,2,None
cutting,6854,12082,biting,-1,1,2,None
cutting,6854,12222,sardonic,-1,1,2,None
cutting,6854,12227,probing,-1,2,2,None
cutting,6854,15643,bitter,4,2,2,None
cutting,6854,16525,acerbic,-1,1,2,None
cutting,6854,18211,acrimonious,-1,3,2,None
cutting,6854,21048,trenchant,-1,1,2,None
cutting,6854,22676,crisp,-1,2,2,None
cutting,6854,24462,incisive,-1,1,2,None
cutting,6854,29950,caustic,-1,1,2,None
cutting,6854,32448,sarcastic,6,1,2,None
cutting,6854,32609,pointed,4,1,2,None
cutting,6854,32790,penetrating,-1,2,2,None
cutting,6854,33236,clear-cut,-1,2,2,None
cutting,6854,34920,stinging,-1,1,2,None
deputy,31332,2571,minister,4,1,3,None
deputy,31332,4363,sub,-1,2,3,None
deputy,31332,5136,replacement,5,2,3,None
deputy,31332,5145,representative,4,1,3,None
deputy,31332,5291,substitute,4,2,3,None
deputy,31332,5351,lieutenant,-1,2,3,None
deputy,31332,6502,delegate,5,1,3,None
deputy,31332,8515,proxy,-1,2,3,None
deputy,31332,8828,appointee,-1,1,3,None
deputy,31332,8924,aide,5,1,3,None
deputy,31332,11700,commissioner,5,1,3,None
deputy,31332,12337,subordinate,-1,2,3,None
deputy,31332,16673,backup,4,2,3,None
deputy,31332,17233,regent,-1,2,3,None
deputy,31332,20010,surrogate,-1,2,3,None
deputy,31332,36014,ambassador,4,2,3,None
deputy,31332,37216,factor,4,2,3,None
stock,3416,214,set,4,2,1,None
stock,3416,557,usual,2,3,1,None
stock,3416,633,traditional,3,3,1,None
stock,3416,979,ordinary,3,2,1,None
stock,3416,1274,regular,3,2,1,None
stock,3416,2105,standard,4,2,1,None
stock,3416,2374,normal,2,2,1,None
stock,3416,3453,formal,5,2,1,None
stock,3416,3599,basic,3,2,1,None
stock,3416,4794,typical,3,3,1,None
stock,3416,5890,conventional,4,3,1,None
stock,3416,7003,established,-1,2,1,None
stock,3416,7430,staple,-1,2,1,None
stock,3416,12071,hackneyed,-1,3,1,None
stock,3416,14858,stereotyped,-1,2,1,None
stock,3416,16053,trite,-1,3,1,None
stock,3416,16695,overused,-1,2,1,None
