Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel
bunch,29766,29498,mob,5,1,1
bunch,29766,31330,group,1,1,1
bunch,29766,31867,shock,3,2,1
bunch,29766,32781,mess,3,1,1
bunch,29766,32912,pack,2,1,1
bunch,29766,35882,covey,-1,2,1
bunch,29766,35883,fascicle,-1,2,1
bunch,29766,35884,oodles,-1,2,1
bunch,29766,35885,tuft,-1,2,1
bunch,1315,110,number,1,3,1
bunch,1315,333,lot,1,3,1
bunch,1315,418,pile,4,3,1
bunch,1315,431,party,1,2,1
bunch,1315,558,gang,4,3,1
bunch,1315,886,crowd,2,3,1
bunch,1315,961,blob,-1,2,1
bunch,1315,1111,band,1,3,1
bunch,1315,1384,galaxy,-1,2,1
bunch,1315,1582,team,2,2,1
bunch,1315,1879,swarm,-1,2,1
bunch,1315,1936,knot,-1,2,1
bunch,1315,2059,clump,-1,2,1
bunch,1315,2149,host,4,2,1
bunch,1315,2714,crew,3,3,1
bunch,1315,2952,quantity,3,2,1
bunch,1315,3046,parcel,-1,2,1
bunch,1315,3152,batch,-1,3,1
bunch,1315,3243,hunk,-1,2,1
bunch,1315,3329,bevy,-1,3,1
bunch,1315,3822,troop,4,2,1
bunch,1315,4535,stack,-1,3,1
bunch,1315,4594,mob,5,3,1
bunch,1315,4606,heap,-1,2,1
bunch,1315,4803,flock,-1,3,1
bunch,1315,4822,bundle,6,3,1
bunch,1315,4896,multitude,-1,3,1
bunch,1315,4923,cluster,5,3,1
bunch,1315,5484,mass,5,2,1
bunch,1315,6302,spray,-1,2,1
bunch,1315,6618,chunk,5,3,1
bunch,1315,6632,gathering,5,2,1
bunch,1315,7261,assortment,-1,3,1
bunch,1315,7960,bouquet,-1,2,1
bunch,1315,11327,assemblage,-1,3,1
bunch,1315,14000,agglomeration,-1,2,1
bunch,1315,16029,sheaf,-1,2,1
bunch,1315,19088,cluster,5,3,1
bunch,1315,23116,caboodle,-1,2,1
bunch,1315,29498,mob,5,3,1
convention,4784,2846,assembly,6,2,3
convention,4784,2999,council,4,2,3
convention,4784,8559,rally,6,2,3
convention,4784,8876,delegation,6,2,3
convention,4784,9753,convocation,-1,2,3
convention,4784,11327,assemblage,-1,2,3
convention,4784,23152,meet,1,2,3
convention,4784,31233,powwow,-1,2,3
convention,4784,31579,show,1,1,3
convention,4784,32183,meeting,2,1,3
convention,4784,33492,confab,-1,2,3
convention,4784,36182,congress,-1,2,3
convention,4784,37869,members,2,2,3
capacity,4323,356,space,2,1,4
capacity,4323,456,full,2,2,4
capacity,4323,544,room,1,2,4
capacity,4323,841,size,2,1,4
capacity,4323,973,spread,4,2,4
capacity,4323,1119,sweep,4,2,4
capacity,4323,2546,expanse,-1,2,4
capacity,4323,2952,quantity,3,1,4
capacity,4323,3288,retention,6,2,4
capacity,4323,3636,range,3,2,4
capacity,4323,4937,extent,4,2,4
capacity,4323,4964,burden,5,2,4
capacity,4323,5484,mass,5,2,4
capacity,4323,7474,bulk,5,2,4
capacity,4323,7532,latitude,-1,2,4
capacity,4323,11453,sufficiency,-1,2,4
capacity,4323,19612,amplitude,-1,2,4
capacity,4323,31551,scope,5,1,4
capacity,4323,32506,measure,4,2,4
capacity,4323,32861,reach,3,2,4
capacity,4323,33021,accommodation,3,2,4
capacity,4323,33640,dimensions,4,2,4
capacity,4323,33643,magnitude,5,2,4
capacity,4323,35833,proportions,5,2,4
capacity,4323,36852,contents,-1,2,4
capacity,4323,39382,compass,-1,2,4
analysis,6461,872,search,3,1,4
analysis,6461,1900,resolution,6,2,4
analysis,6461,2272,study,1,1,4
analysis,6461,2492,test,1,1,4
analysis,6461,5170,division,4,2,4
analysis,6461,5901,breakdown,4,2,4
analysis,6461,6712,separation,4,2,4
analysis,6461,6984,investigation,4,1,4
analysis,6461,7137,reasoning,6,1,4
analysis,6461,8464,dissolution,-1,2,4
analysis,6461,10160,partition,-1,2,4
analysis,6461,10346,dissection,-1,2,4
analysis,6461,12347,subdivision,-1,2,4
analysis,6461,12980,inquiry,3,1,4
analysis,6461,18916,assay,-1,2,4
analysis,6461,32315,scrutiny,6,1,4
oil,31432,2263,smear,-1,2,1
oil,31432,5731,grease,-1,1,1
oil,31432,14870,pomade,-1,2,1
oil,31432,15340,slick,-1,2,1
oil,31432,22507,lard,-1,2,1
oil,31432,27900,anoint,-1,2,1
oil,31432,33480,coat,1,1,1
care,966,190,trouble,3,2,1
care,966,445,stew,-1,2,1
care,966,746,fear,3,2,1
care,966,1062,load,4,2,1
care,966,1538,pressure,6,2,1
care,966,1540,sorrow,6,2,1
care,966,1788,strain,4,2,1
care,966,1997,charge,3,2,1
care,966,2284,anguish,-1,2,1
care,966,2543,dismay,6,2,1
care,966,3889,anxiety,4,2,1
care,966,4127,woe,-1,2,1
care,966,4964,burden,5,2,1
care,966,5183,stress,3,2,1
care,966,5240,hardship,5,2,1
care,966,5599,disturbance,5,2,1
care,966,6606,oppression,-1,2,1
care,966,7088,handicap,-1,2,1
care,966,7829,distress,5,2,1
care,966,8989,impediment,-1,2,1
care,966,10653,affliction,-1,2,1
care,966,11050,consternation,-1,2,1
care,966,11678,exasperation,-1,2,1
care,966,12543,tribulation,-1,2,1
care,966,13338,encumbrance,-1,2,1
care,966,13363,aggravation,-1,2,1
care,966,13557,disquiet,-1,2,1
care,966,14304,hindrance,-1,2,1
care,966,14496,vexation,-1,2,1
care,966,14576,misgiving,-1,2,1
care,966,19412,perplexity,-1,2,1
care,966,19421,chagrin,-1,2,1
none,2754,1293,nobody,2,1,1
none,2754,7638,nil,-1,2,1
none,2754,8511,zero,2,2,1
none,2754,28974,zilch,-1,2,1
none,2754,32331,nothing,2,1,1
none,2754,36613,no one,2,1,1
none,2754,37271,not a bit,2,3,1
trust,3787,1336,faith,4,1,1
trust,3787,1577,conviction,6,2,1
trust,3787,1659,store,3,2,1
trust,3787,2576,confidence,4,1,1
trust,3787,3416,stock,5,2,1
trust,3787,3521,expectation,4,1,1
trust,3787,4005,certainty,4,2,1
trust,3787,5207,credit,4,2,1
trust,3787,5426,assurance,5,2,1
trust,3787,6230,dependence,6,2,1
trust,3787,10709,certitude,-1,2,1
trust,3787,13442,credence,-1,2,1
trust,3787,31605,hope,2,1,1
trust,3787,34280,positiveness,-1,2,1
trust,3787,35004,reliance,6,2,1
trust,3787,35005,sureness,-1,2,1
trust,3787,36601,gospel truth,-1,3,1
rather,34148,386,enough,2,3,2
rather,34148,904,quite,3,1,2
rather,34148,1558,somewhat,5,1,2
rather,34148,30812,tolerably,-1,3,2
rather,34148,32792,pretty,3,1,2
rather,34148,32958,reasonably,4,3,2
rather,34148,33484,slightly,4,1,2
rather,34148,34146,comparatively,5,1,2
rather,34148,34149,to some extent,4,3,2
rather,34148,34620,some,1,3,2
rather,34148,35192,so-so,-1,3,2
rather,34148,36321,a little,1,1,2
rather,34148,36322,fairly,3,1,2
rather,34148,36323,averagely,-1,3,2
rather,34148,36326,something,1,3,2
rather,34148,36327,sort of,2,3,2
wherever,1196,464,everywhere,2,1,3
wherever,1196,7054,whither,-1,1,3
totally,2521,349,all,1,2,3
totally,2521,578,perfectly,3,1,3
totally,2521,904,quite,3,1,3
totally,2521,1380,exactly,2,1,3
totally,2521,2435,absolutely,3,1,3
totally,2521,3040,utterly,5,1,3
totally,2521,3166,fully,3,1,3
totally,2521,3908,entirely,4,1,3
totally,2521,4520,thoroughly,4,1,3
totally,2521,5137,exclusively,5,3,3
totally,2521,12007,wholeheartedly,6,1,3
totally,2521,12038,comprehensively,5,3,3
totally,2521,14546,unconditionally,-1,1,3
totally,2521,31391,just,2,3,3
totally,2521,34174,flat out,-1,3,3
totally,2521,35237,wholly,6,1,3
totally,2521,36783,altogether,3,1,3
totally,2521,36994,all in all,-1,3,3
totally,2521,36996,in toto,-1,3,3
cautious,31635,3189,politic,-1,3,2
cautious,31635,6454,tentative,-1,1,2
cautious,31635,8225,watchful,-1,1,2
cautious,31635,9824,judicious,-1,1,2
cautious,31635,10322,pussyfoot,-1,3,2
cautious,31635,10536,gingerly,-1,3,2
cautious,31635,11697,vigilant,-1,1,2
cautious,31635,12049,cagey,-1,3,2
cautious,31635,12666,shrewd,6,3,2
cautious,31635,12898,discreet,6,1,2
cautious,31635,14696,provident,-1,3,2
cautious,31635,19598,considerate,-1,3,2
cautious,31635,24085,prudent,-1,1,2
cautious,31635,25143,circumspect,-1,1,2
cautious,31635,31374,chary,-1,3,2
cautious,31635,31377,wary,6,1,2
cautious,31635,31638,leery,-1,1,2
cautious,31635,31893,calculating,-1,3,2
cautious,31635,32074,safe,1,2,2
cautious,31635,32561,alert,5,2,2
cautious,31635,33152,heedful,-1,3,2
cautious,31635,33155,on the lookout,-1,3,2
confirm,32816,88,sign,3,1,2
confirm,32816,188,buy,1,2,2
confirm,32816,198,back,4,1,2
confirm,32816,654,check,2,2,2
confirm,32816,840,support,4,1,2
confirm,32816,2603,witness,4,2,2
confirm,32816,2776,establish,4,1,2
confirm,32816,4966,vouch,-1,2,2
confirm,32816,5826,substantiate,-1,1,2
confirm,32816,6444,sanction,5,2,2
confirm,32816,7304,certify,-1,1,2
confirm,32816,7654,underpin,-1,2,2
confirm,32816,8602,verify,5,1,2
confirm,32816,8637,subscribe,-1,2,2
confirm,32816,9681,attest,-1,2,2
confirm,32816,12162,corroborate,-1,1,2
confirm,32816,13924,debunk,-1,2,2
confirm,32816,24260,affirm,-1,1,2
confirm,32816,26171,authenticate,-1,2,2
confirm,32816,27718,uphold,6,1,2
confirm,32816,31366,approve,4,1,2
confirm,32816,31530,explain,2,1,2
confirm,32816,32029,settle,4,2,2
confirm,32816,32195,justify,4,2,2
confirm,32816,32310,endorse,6,1,2
confirm,32816,32817,okay,1,2,2
confirm,32816,34393,warrant,5,2,2
confirm,32816,34546,make good,1,3,2
confirm,32816,35310,give green light,3,3,2
studio,4348,3539,gallery,2,1,2
studio,4348,5794,salon,-1,1,2
studio,4348,16682,atelier,-1,2,2
studio,4348,23435,workroom,-1,2,2
damn,27140,195,attack,3,2,1
damn,27140,258,pan,3,2,1
damn,27140,472,blast,5,2,1
damn,27140,1096,flame,4,2,1
damn,27140,2128,ban,4,2,1
damn,27140,2323,slam,4,2,1
damn,27140,2581,punish,3,2,1
damn,27140,2588,expel,-1,2,1
damn,27140,2596,swear,4,2,1
damn,27140,4130,doom,6,2,1
damn,27140,5195,curse,-1,1,1
damn,27140,5386,convict,6,2,1
damn,27140,6358,censure,-1,2,1
damn,27140,6390,abuse,5,2,1
damn,27140,6427,confound,-1,2,1
damn,27140,9714,darn,-1,1,1
damn,27140,12017,revile,-1,2,1
damn,27140,18651,jinx,-1,2,1
damn,27140,23869,castigate,-1,2,1
damn,27140,24123,criticize,4,2,1
damn,27140,25216,banish,-1,2,1
damn,27140,26018,penalize,-1,2,1
damn,27140,29904,proscribe,-1,2,1
damn,27140,30115,cuss,-1,2,1
damn,27140,32657,excoriate,-1,2,1
damn,27140,33027,execrate,-1,2,1
damn,27140,34052,drat,-1,3,1
damn,27140,34075,anathematize,-1,2,1
damn,27140,34076,sentence,1,2,1
damn,30018,195,attack,3,2,1
damn,30018,258,pan,3,2,1
damn,30018,472,blast,5,2,1
damn,30018,1096,flame,4,2,1
damn,30018,2128,ban,4,2,1
damn,30018,2323,slam,4,2,1
damn,30018,2581,punish,3,2,1
damn,30018,2588,expel,-1,2,1
damn,30018,2596,swear,4,2,1
damn,30018,4130,doom,6,2,1
damn,30018,5195,curse,-1,1,1
damn,30018,5386,convict,6,2,1
damn,30018,6358,censure,-1,2,1
damn,30018,6390,abuse,5,2,1
damn,30018,6427,confound,-1,2,1
damn,30018,9714,darn,-1,1,1
damn,30018,12017,revile,-1,2,1
damn,30018,18651,jinx,-1,2,1
damn,30018,23869,castigate,-1,2,1
damn,30018,24123,criticize,4,2,1
damn,30018,25216,banish,-1,2,1
damn,30018,26018,penalize,-1,2,1
damn,30018,29904,proscribe,-1,2,1
damn,30018,30115,cuss,-1,2,1
damn,30018,32657,excoriate,-1,2,1
damn,30018,33027,execrate,-1,2,1
damn,30018,34052,drat,-1,3,1
damn,30018,34075,anathematize,-1,2,1
damn,30018,34076,sentence,1,2,1
damn,21722,195,attack,3,2,1
damn,21722,258,pan,3,2,1
damn,21722,472,blast,5,2,1
damn,21722,1096,flame,4,2,1
damn,21722,2128,ban,4,2,1
damn,21722,2323,slam,4,2,1
damn,21722,2581,punish,3,2,1
damn,21722,2588,expel,-1,2,1
damn,21722,2596,swear,4,2,1
damn,21722,4130,doom,6,2,1
damn,21722,5195,curse,-1,3,1
damn,21722,5386,convict,6,2,1
damn,21722,6358,censure,-1,2,1
damn,21722,6390,abuse,5,2,1
damn,21722,6427,confound,-1,2,1
damn,21722,9006,proscribe,-1,2,1
damn,21722,9714,darn,-1,3,1
damn,21722,12017,revile,-1,2,1
damn,21722,12860,criticize,4,2,1
damn,21722,13263,banish,-1,2,1
damn,21722,16882,penalize,-1,2,1
damn,21722,18651,jinx,-1,2,1
damn,21722,23869,castigate,-1,2,1
damn,21722,30115,cuss,-1,2,1
damn,25385,195,attack,3,2,1
damn,25385,258,pan,3,2,1
damn,25385,472,blast,5,2,1
damn,25385,1096,flame,4,2,1
damn,25385,2128,ban,4,2,1
damn,25385,2323,slam,4,2,1
damn,25385,2581,punish,3,2,1
damn,25385,2588,expel,-1,2,1
damn,25385,2596,swear,4,2,1
damn,25385,4130,doom,6,2,1
damn,25385,5195,curse,-1,1,1
damn,25385,5386,convict,6,2,1
damn,25385,6358,censure,-1,2,1
damn,25385,6390,abuse,5,2,1
damn,25385,6427,confound,-1,2,1
damn,25385,9714,darn,-1,1,1
damn,25385,12017,revile,-1,2,1
damn,25385,17388,penalize,-1,2,1
damn,25385,18651,jinx,-1,2,1
damn,25385,23869,castigate,-1,2,1
damn,25385,24123,criticize,4,2,1
damn,25385,25216,banish,-1,2,1
damn,25385,29904,proscribe,-1,2,1
damn,25385,30115,cuss,-1,2,1
damn,25385,32657,excoriate,-1,2,1
damn,25385,33027,execrate,-1,2,1
damn,25385,34052,drat,-1,3,1
damn,25385,34075,anathematize,-1,2,1
damn,25385,34076,sentence,1,2,1
whenever,1054,36401,when,1,3,3
whenever,1054,37063,at any time,2,3,3
jog,2265,165,dig,3,2,1
jog,2265,322,shake,3,1,1
jog,2265,646,stir,3,2,1
jog,2265,1273,press,3,2,1
jog,2265,1416,remind,3,2,1
jog,2265,1456,shove,-1,1,1
jog,2265,1499,suggest,3,2,1
jog,2265,1646,bounce,3,1,1
jog,2265,2254,hit,2,2,1
jog,2265,2461,prod,-1,2,1
jog,2265,2660,jar,-1,2,1
jog,2265,4635,jerk,-1,2,1
jog,2265,6851,stimulate,4,2,1
jog,2265,7316,punch,4,2,1
jog,2265,7392,whack,-1,1,1
jog,2265,8742,jostle,-1,2,1
jog,2265,10179,jolt,-1,2,1
jog,2265,12940,nudge,-1,2,1
jog,2265,14414,jab,-1,2,1
jog,2265,19844,jiggle,-1,2,1
jog,2265,25046,prompt,4,2,1
jog,2265,25479,arouse,6,2,1
jog,2265,31558,rock,2,2,1
jog,2265,31559,agitate,-1,2,1
clause,4810,261,catch,1,2,1
clause,4810,794,section,3,1,1
clause,4810,927,paragraph,3,1,1
clause,4810,1376,chapter,3,2,1
clause,4810,1666,provision,5,1,1
clause,4810,2001,article,3,1,1
clause,4810,2026,item,3,2,1
clause,4810,2030,heading,5,2,1
clause,4810,3770,passage,4,1,1
clause,4810,4153,requirement,4,1,1
clause,4810,4945,limitation,5,2,1
clause,4810,9908,rider,3,2,1
clause,4810,11625,ultimatum,-1,2,1
clause,4810,15624,specification,5,1,1
clause,4810,15628,kicker,-1,2,1
clause,4810,17656,stipulation,-1,1,1
clause,4810,20947,proviso,-1,2,1
clause,4810,31319,part,2,2,1
clause,4810,32087,point,3,2,1
clause,4810,32477,condition,3,2,1
clause,4810,38630,small print,-1,3,1
condition,32477,33,action,4,1,3
condition,32477,113,order,2,2,3
condition,32477,477,shape,3,2,3
condition,32477,601,state,4,2,3
condition,32477,817,mode,5,2,3
condition,32477,991,scene,3,2,3
condition,32477,1106,case,3,1,3
condition,32477,1362,spot,3,2,3
condition,32477,2010,reputation,4,2,3
condition,32477,2108,situation,3,1,3
condition,32477,2246,rank,5,2,3
condition,32477,4042,repair,2,2,3
condition,32477,4328,quality,3,1,3
condition,32477,4643,trim,-1,2,3
condition,32477,5123,plight,6,1,3
condition,32477,5849,sphere,5,2,3
condition,32477,6769,standing,5,2,3
condition,32477,7182,happening,-1,2,3
condition,32477,7908,predicament,-1,2,3
condition,32477,8206,ballgame,-1,2,3
condition,32477,8259,riff,-1,2,3
condition,32477,21766,status,5,1,3
condition,32477,32463,position,3,1,3
condition,32477,33661,posture,5,2,3
condition,32477,34552,estate,4,2,3
condition,32477,36602,like it is,1,3,3
condition,32477,37838,how things are,2,3,3
condition,32477,37839,status quo,-1,3,3
condition,32477,37840,way things are,1,3,3
yard,2339,333,lot,1,1,1
yard,2339,481,garden,1,1,1
yard,2339,634,playground,-1,1,1
yard,2339,1092,court,4,2,1
yard,2339,1402,lawn,5,1,1
yard,2339,2559,fold,3,2,1
yard,2339,2930,courtyard,-1,1,1
yard,2339,4652,clearing,-1,2,1
yard,2339,5336,patch,6,1,1
yard,2339,6789,backyard,-1,1,1
yard,2339,6945,patio,-1,1,1
yard,2339,10654,quadrangle,-1,2,1
yard,2339,10882,barnyard,-1,2,1
yard,2339,11159,enclosure,-1,2,1
yard,2339,16093,corral,-1,2,1
yard,2339,18687,close,1,2,1
chart,264,629,diagram,3,2,1
chart,264,898,outline,6,2,1
chart,264,2166,plot,4,2,1
chart,264,3968,blueprint,-1,3,1
chart,264,4697,sketch,6,3,1
chart,264,7594,graph,4,3,1
realize,34893,25,get,1,1,2
realize,34893,261,catch,1,2,2
realize,34893,1036,grasp,5,1,2
realize,34893,2355,image,6,2,2
realize,34893,2909,fancy,3,2,2
realize,34893,3300,vision,4,3,2
realize,34893,5106,comprehend,-1,1,2
realize,34893,6210,discern,-1,2,2
realize,34893,6270,conceive,6,2,2
realize,34893,8643,envisage,5,2,2
realize,34893,11065,apprehend,-1,2,2
realize,34893,14826,recognize,3,1,2
realize,34893,19728,visualize,-1,2,2
realize,34893,26459,envision,-1,2,2
realize,34893,31532,know,1,1,2
realize,34893,31564,imagine,3,2,2
realize,34893,31588,take in,3,3,2
realize,34893,31608,think,1,1,2
realize,34893,31613,understand,1,1,2
realize,34893,32106,feature,4,2,2
realize,34893,34520,pick up,-1,3,2
bounce,1646,596,give,1,2,1
bounce,1646,2015,recoil,-1,2,1
bounce,1646,3384,vitality,6,2,1
bounce,1646,6540,zip,-1,2,1
bounce,1646,8098,resilience,6,2,1
bounce,1646,8845,dynamism,-1,2,1
bounce,1646,9025,rebound,-1,3,1
bounce,1646,9144,animation,4,2,1
bounce,1646,10796,vivacity,-1,2,1
bounce,1646,12888,elasticity,-1,2,1
bounce,1646,14305,pep,-1,2,1
bounce,1646,19792,vigor,-1,2,1
cooperate,4522,265,help,1,1,3
cooperate,4522,590,partner,1,2,3
cooperate,4522,1111,band,1,2,3
cooperate,4522,1287,agree,2,1,3
cooperate,4522,1455,forward,3,2,3
cooperate,4522,1824,second,1,2,3
cooperate,4522,1964,further,3,1,3
cooperate,4522,2580,league,3,2,3
cooperate,4522,2877,advance,4,2,3
cooperate,4522,3590,participate,4,1,3
cooperate,4522,3719,concert,2,2,3
cooperate,4522,5000,unite,5,1,3
cooperate,4522,7204,coordinate,5,1,3
cooperate,4522,7529,collaborate,5,1,3
cooperate,4522,10950,befriend,-1,2,3
cooperate,4522,14261,abet,-1,2,3
cooperate,4522,15077,espouse,-1,2,3
cooperate,4522,16865,uphold,6,1,3
cooperate,4522,23494,concur,-1,2,3
cooperate,4522,31499,combine,4,2,3
cooperate,4522,33900,contribute,4,1,3
cooperate,4522,34321,take part,2,3,3
cooperate,4522,34967,back up,4,3,3
cooperate,4522,35142,coincide,6,2,3
cooperate,4522,35801,join forces,3,3,3
cooperate,4522,36580,succor,-1,2,3
cooperate,4522,38127,conspire,-1,1,3
cooperate,4522,38546,conduce,-1,2,3
bike,18,2113,cycle,4,2,1
bike,18,3858,pedal,-1,3,1
fee,1049,50,end,2,2,1
fee,1049,182,take,3,2,1
fee,1049,230,house,1,2,1
fee,1049,406,bite,3,2,1
fee,1049,569,pay,1,3,1
fee,1049,585,cost,2,3,1
fee,1049,586,price,2,3,1
fee,1049,657,piece,1,2,1
fee,1049,753,cut,2,3,1
fee,1049,1026,slice,6,2,1
fee,1049,2069,handle,4,2,1
fee,1049,2155,ante,-1,2,1
fee,1049,2262,juice,1,2,1
fee,1049,2710,hire,3,2,1
fee,1049,3210,expense,4,3,1
fee,1049,3830,bill,2,3,1
fee,1049,4620,percentage,4,2,1
fee,1049,4968,wage,3,3,1
fee,1049,4996,toll,5,2,1
fee,1049,5211,compensation,5,3,1
fee,1049,6001,payment,4,3,1
fee,1049,6116,gravy,-1,2,1
fee,1049,6215,commission,4,3,1
fee,1049,6618,chunk,5,2,1
fee,1049,6795,salary,3,3,1
fee,1049,8327,stipend,-1,3,1
fee,1049,10352,remuneration,-1,2,1
fee,1049,10636,honorarium,-1,2,1
fee,1049,12214,recompense,-1,2,1
fee,1049,19005,emolument,-1,2,1
smooth,2410,299,easy,1,3,1
smooth,2410,438,shiny,3,3,1
smooth,2410,475,plane,1,2,1
smooth,2410,529,flat,3,3,1
smooth,2410,532,quiet,2,3,1
smooth,2410,1032,steady,4,3,1
smooth,2410,1158,uniform,2,2,1
smooth,2410,1274,regular,3,2,1
smooth,2410,1310,glossy,-1,3,1
smooth,2410,2048,gentle,3,3,1
smooth,2410,2646,polished,-1,3,1
smooth,2410,2764,soothing,6,2,1
smooth,2410,3158,creamy,-1,3,1
smooth,2410,3263,effortless,-1,3,1
smooth,2410,3558,horizontal,5,2,1
smooth,2410,3589,peaceful,4,3,1
smooth,2410,3768,continuous,4,3,1
smooth,2410,4394,undisturbed,-1,1,1
smooth,2410,4577,flush,-1,2,1
smooth,2410,4580,monotonous,5,1,1
smooth,2410,4677,shaven,-1,2,1
smooth,2410,4912,tranquil,5,3,1
smooth,2410,4930,bland,6,1,1
smooth,2410,5128,serene,6,3,1
smooth,2410,5493,sleek,-1,3,1
smooth,2410,6790,glassy,-1,1,1
smooth,2410,6791,silky,-1,3,1
smooth,2410,6850,velvety,-1,3,1
smooth,2410,7336,uninterrupted,-1,1,1
smooth,2410,8234,rhythmic,-1,1,1
smooth,2410,9596,fluid,6,3,1
smooth,2410,9971,uneventful,6,3,1
smooth,2410,10439,unruffled,-1,1,1
smooth,2410,10933,lustrous,-1,1,1
smooth,2410,19561,invariable,-1,2,1
smooth,2410,20315,hairless,-1,1,1
smooth,2410,21533,soft,2,3,1
smooth,2410,21972,plain,3,2,1
smooth,2410,22035,mild,5,3,1
smooth,22686,299,easy,1,3,1
smooth,22686,438,shiny,3,3,1
smooth,22686,475,plane,1,2,1
smooth,22686,529,flat,3,3,1
smooth,22686,532,quiet,2,3,1
smooth,22686,1032,steady,4,3,1
smooth,22686,1158,uniform,2,2,1
smooth,22686,1274,regular,3,2,1
smooth,22686,1310,glossy,-1,3,1
smooth,22686,2048,gentle,3,3,1
smooth,22686,2646,polished,-1,3,1
smooth,22686,2764,soothing,6,2,1
smooth,22686,3158,creamy,-1,3,1
smooth,22686,3263,effortless,-1,3,1
smooth,22686,3558,horizontal,5,2,1
smooth,22686,3589,peaceful,4,3,1
smooth,22686,3768,continuous,4,3,1
smooth,22686,4394,undisturbed,-1,1,1
smooth,22686,4577,flush,-1,2,1
smooth,22686,4580,monotonous,5,1,1
smooth,22686,4677,shaven,-1,2,1
smooth,22686,4912,tranquil,5,3,1
smooth,22686,4930,bland,6,1,1
smooth,22686,5128,serene,6,3,1
smooth,22686,5493,sleek,-1,3,1
smooth,22686,6790,glassy,-1,1,1
smooth,22686,6791,silky,-1,3,1
smooth,22686,6850,velvety,-1,3,1
smooth,22686,7336,uninterrupted,-1,1,1
smooth,22686,8234,rhythmic,-1,1,1
smooth,22686,9596,fluid,6,3,1
smooth,22686,9971,uneventful,6,3,1
smooth,22686,10439,unruffled,-1,1,1
smooth,22686,10933,lustrous,-1,1,1
smooth,22686,19561,invariable,-1,2,1
smooth,22686,20315,hairless,-1,1,1
smooth,22686,21533,soft,2,3,1
smooth,22686,21972,plain,3,2,1
smooth,22686,22035,mild,5,3,1
smooth,25905,299,easy,1,1,1
smooth,25905,438,shiny,3,1,1
smooth,25905,475,plane,1,2,1
smooth,25905,529,flat,3,1,1
smooth,25905,532,quiet,2,1,1
smooth,25905,1032,steady,4,1,1
smooth,25905,1158,uniform,2,2,1
smooth,25905,1274,regular,3,2,1
smooth,25905,1310,glossy,-1,1,1
smooth,25905,2646,polished,-1,1,1
smooth,25905,2764,soothing,6,2,1
smooth,25905,3158,creamy,-1,1,1
smooth,25905,3263,effortless,-1,1,1
smooth,25905,3558,horizontal,5,2,1
smooth,25905,3589,peaceful,4,1,1
smooth,25905,3768,continuous,4,1,1
smooth,25905,4394,undisturbed,-1,3,1
smooth,25905,4577,flush,-1,2,1
smooth,25905,4580,monotonous,5,3,1
smooth,25905,4677,shaven,-1,2,1
smooth,25905,5128,serene,6,1,1
smooth,25905,6790,glassy,-1,3,1
smooth,25905,6791,silky,-1,1,1
smooth,25905,6850,velvety,-1,1,1
smooth,25905,7336,uninterrupted,-1,3,1
smooth,25905,8234,rhythmic,-1,3,1
smooth,25905,9596,fluid,6,1,1
smooth,25905,9971,uneventful,6,1,1
smooth,25905,10439,unruffled,-1,3,1
smooth,25905,10933,lustrous,-1,3,1
smooth,25905,14056,tranquil,5,1,1
smooth,25905,14296,gentle,3,1,1
smooth,25905,19561,invariable,-1,2,1
smooth,25905,19665,sleek,-1,1,1
smooth,25905,20315,hairless,-1,3,1
smooth,25905,21373,bland,6,3,1
smooth,25905,25305,soft,2,1,1
smooth,25905,25466,plain,3,2,1
smooth,25905,25495,mild,5,1,1
smooth,25905,31316,even,2,2,1
smooth,25905,32576,stable,5,1,1
smooth,25905,33073,still,2,2,1
smooth,25905,33455,unbroken,-1,3,1
smooth,25905,34701,equable,-1,3,1
smooth,25905,34702,fluent,4,3,1
smooth,25905,34703,frictionless,-1,3,1
smooth,27483,299,easy,1,1,1
smooth,27483,438,shiny,3,1,1
smooth,27483,475,plane,1,2,1
smooth,27483,529,flat,3,1,1
smooth,27483,532,quiet,2,1,1
smooth,27483,1032,steady,4,1,1
smooth,27483,1158,uniform,2,2,1
smooth,27483,1274,regular,3,2,1
smooth,27483,1310,glossy,-1,1,1
smooth,27483,2646,polished,-1,1,1
smooth,27483,2764,soothing,6,2,1
smooth,27483,3158,creamy,-1,1,1
smooth,27483,3263,effortless,-1,1,1
smooth,27483,3558,horizontal,5,2,1
smooth,27483,3589,peaceful,4,1,1
smooth,27483,3768,continuous,4,1,1
smooth,27483,4394,undisturbed,-1,3,1
smooth,27483,4577,flush,-1,2,1
smooth,27483,4580,monotonous,5,3,1
smooth,27483,4677,shaven,-1,2,1
smooth,27483,5128,serene,6,1,1
smooth,27483,6790,glassy,-1,3,1
smooth,27483,6791,silky,-1,1,1
smooth,27483,6850,velvety,-1,1,1
smooth,27483,7336,uninterrupted,-1,3,1
smooth,27483,8234,rhythmic,-1,3,1
smooth,27483,9596,fluid,6,1,1
smooth,27483,9971,uneventful,6,1,1
smooth,27483,10439,unruffled,-1,3,1
smooth,27483,10933,lustrous,-1,3,1
smooth,27483,14056,tranquil,5,1,1
smooth,27483,14296,gentle,3,1,1
smooth,27483,19561,invariable,-1,2,1
smooth,27483,20315,hairless,-1,3,1
smooth,27483,21373,bland,6,3,1
smooth,27483,25305,soft,2,1,1
