Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel
divide,31502,16206,dismember,-1,2,2
divide,31502,18884,subdivide,-1,1,2
divide,31502,19154,shear,-1,2,2
divide,31502,20325,dissociate,-1,2,2
divide,31502,22211,disentangle,-1,2,2
divide,31502,24211,unbind,-1,2,2
divide,31502,25528,dislocate,-1,2,2
divide,31502,29334,disengage,-1,2,2
divide,31502,29506,disunite,-1,2,2
divide,31502,30794,cleave,-1,2,2
divide,31502,31319,part,2,2,2
divide,31502,32336,cross,2,1,2
divide,31502,33135,sunder,-1,2,2
brochure,6493,1477,advertisement,2,1,2
brochure,6493,3235,handout,4,1,2
brochure,6493,4658,flyer,-1,1,2
brochure,6493,6492,leaflet,4,1,2
brochure,6493,7739,folder,-1,1,2
brochure,6493,11324,pamphlet,-1,1,2
brochure,6493,14036,booklet,4,1,2
brochure,6493,25287,circular,4,2,2
brochure,6493,27969,handbill,-1,1,2
portrait,31431,19,picture,1,1,2
portrait,31431,1797,silhouette,-1,1,2
portrait,31431,1807,figure,3,1,2
portrait,31431,2355,image,6,1,2
portrait,31431,2790,photograph,2,1,2
portrait,31431,3096,painting,2,1,2
portrait,31431,4008,snapshot,-1,1,2
portrait,31431,4697,sketch,6,1,2
portrait,31431,5814,portrayal,-1,1,2
portrait,31431,10285,vignette,-1,1,2
portrait,31431,13070,profile,4,1,2
portrait,31431,13483,portraiture,-1,2,2
portrait,31431,21432,simulacrum,-1,2,2
portrait,31431,24291,characterization,-1,1,2
portrait,31431,25346,model,6,1,2
portrait,31431,31419,depiction,-1,1,2
portrait,31431,33175,account,3,1,2
portrait,31431,33838,likeness,-1,1,2
characteristic,5169,468,special,2,2,5
characteristic,5169,534,private,3,2,5
characteristic,5169,1179,singular,2,3,5
characteristic,5169,1274,regular,3,2,5
characteristic,5169,1328,local,3,2,5
characteristic,5169,1389,essential,3,2,5
characteristic,5169,1482,appropriate,4,1,5
characteristic,5169,2025,personal,3,2,5
characteristic,5169,2374,normal,2,2,5
characteristic,5169,2843,particular,4,2,5
characteristic,5169,2944,peculiar,4,3,5
characteristic,5169,3410,individual,4,2,5
characteristic,5169,3809,exclusive,5,2,5
characteristic,5169,3848,original,3,2,5
characteristic,5169,4773,specific,4,2,5
characteristic,5169,5145,representative,4,2,5
characteristic,5169,5860,symbolic,6,1,5
characteristic,5169,6530,marked,-1,1,5
characteristic,5169,6798,inherent,6,1,5
characteristic,5169,8787,indicative,-1,2,5
characteristic,5169,9162,diagnostic,-1,1,5
characteristic,5169,9264,ingrained,-1,1,5
characteristic,5169,9638,symptomatic,-1,1,5
characteristic,5169,10637,inborn,-1,1,5
characteristic,5169,11135,differentiating,-1,1,5
characteristic,5169,11483,emblematic,-1,1,5
characteristic,5169,12129,distinguishing,-1,1,5
characteristic,5169,13587,innate,6,3,5
characteristic,5169,14257,distinctive,5,3,5
characteristic,5169,14588,fixed,4,1,5
bee,161,7815,drone,-1,2,1
anyhow,424,1572,around,2,1,3
anyhow,424,2702,however,4,1,3
anyhow,424,3218,regardless,5,1,3
anyhow,424,4075,haphazard,-1,1,3
anyhow,424,4160,nevertheless,4,1,3
anyhow,424,4472,random,5,1,3
anyhow,424,7585,randomly,5,1,3
anyhow,424,9985,haphazardly,-1,1,3
anyhow,424,23505,willy-nilly,-1,1,3
anyhow,424,28104,helter-skelter,-1,1,3
robot,60,11631,automation,-1,2,2
drunk,16247,4445,lush,-1,2,1
drunk,16247,4574,groggy,-1,1,1
drunk,16247,5438,flushed,-1,2,1
drunk,16247,5959,lit,-1,2,1
drunk,16247,6460,muddled,-1,2,1
drunk,16247,9346,stewed,-1,2,1
drunk,16247,10771,laced,-1,2,1
drunk,16247,10921,potted,-1,2,1
drunk,16247,11209,tipsy,-1,3,1
drunk,16247,13101,inebriated,-1,2,1
drunk,16247,16565,high,2,2,1
drunk,16247,21737,tight,4,1,1
examiner,4243,3648,researcher,4,2,4
examiner,4243,3821,inspector,4,3,4
examiner,4243,6693,reviewer,-1,2,4
examiner,4243,8370,investigator,4,3,4
examiner,4243,8569,auditor,-1,3,4
examiner,4243,8620,analyst,4,2,4
examiner,4243,18435,checker,-1,2,4
examiner,4243,28401,assayer,-1,2,4
tiring,32036,3506,exacting,-1,1,2
tiring,32036,14297,taxing,-1,2,2
tiring,32036,34182,demanding,4,1,2
confess,7216,99,finger,2,2,2
confess,7216,374,own,2,2,2
confess,7216,441,sing,1,2,2
confess,7216,747,grant,3,2,2
confess,7216,1488,relate,6,1,2
confess,7216,1684,declare,4,1,2
confess,7216,1704,prove,4,1,2
confess,7216,1951,concede,6,1,2
confess,7216,2252,squeal,-1,2,2
confess,7216,2468,reveal,4,1,2
confess,7216,3407,acknowledge,5,1,2
confess,7216,4182,manifest,5,2,2
confess,7216,4262,assert,5,1,2
confess,7216,4425,disclose,6,1,2
confess,7216,5811,narrate,-1,2,2
confess,7216,6160,unload,5,2,2
confess,7216,6740,vent,-1,2,2
confess,7216,7311,confide,-1,1,2
confess,7216,7385,leak,4,2,2
confess,7216,8468,avow,-1,2,2
confess,7216,8604,divulge,-1,1,2
confess,7216,8971,evince,-1,2,2
confess,7216,9530,chirp,-1,2,2
confess,7216,9681,attest,-1,2,2
confess,7216,10069,profess,-1,1,2
confess,7216,13709,aver,-1,2,2
confess,7216,14265,blow,3,2,2
confess,7216,14826,recognize,3,1,2
confess,7216,16111,affirm,-1,2,2
confess,7216,31365,allow,3,2,2
confess,7216,33146,post,2,2,2
confess,7216,35667,snitch,-1,2,2
confess,7216,35887,fink,-1,2,2
wardrobe,2681,845,trunk,-1,1,2
wardrobe,2681,1016,cupboard,2,2,2
wardrobe,2681,1094,chest,3,2,2
wardrobe,2681,2024,clothing,4,2,2
wardrobe,2681,4603,locker,-1,2,2
wardrobe,2681,6859,closet,2,1,2
wardrobe,2681,8673,apparel,-1,1,2
wardrobe,2681,9286,buffet,-1,2,2
wardrobe,2681,10488,attire,-1,1,2
wardrobe,2681,12141,dresser,-1,1,2
wardrobe,2681,12984,trousseau,-1,2,2
wardrobe,2681,16412,bureau,-1,2,2
wardrobe,2681,22859,commode,-1,2,2
wardrobe,2681,34690,threads,-1,2,2
wardrobe,2681,34692,duds,-1,2,2
wardrobe,2681,38781,costumes,4,2,2
wardrobe,2681,38782,ensembles,-1,2,2
wardrobe,2681,38783,outfits,-1,2,2
wardrobe,2681,38784,rags,-1,2,2
wardrobe,2681,38785,suits,-1,2,2
ceremony,2746,1184,service,3,1,4
ceremony,2746,1639,parade,4,1,4
ceremony,2746,2192,tradition,4,2,4
ceremony,2746,2747,rite,-1,1,4
ceremony,2746,3475,custom,3,2,4
ceremony,2746,3501,function,4,1,4
ceremony,2746,8572,ordinance,-1,2,4
ceremony,2746,8645,commemoration,-1,1,4
ceremony,2746,9969,solemnity,-1,2,4
ceremony,2746,10590,observance,-1,1,4
ceremony,2746,28082,ceremonial,3,2,4
ceremony,2746,31579,show,1,1,4
ceremony,2746,31783,formality,-1,2,4
user,4001,3127,customer,2,3,2
user,4001,10231,shopper,-1,3,2
user,4001,13255,purchaser,-1,3,2
flat,529,212,low,3,3,1
flat,529,475,plane,1,2,1
flat,529,704,empty,2,3,1
flat,529,2309,prostrate,-1,1,1
flat,529,2373,pancake,-1,2,1
flat,529,3310,outstretched,-1,1,1
flat,529,3558,horizontal,5,3,1
flat,529,3796,fallen,-1,1,1
flat,529,4577,flush,-1,2,1
flat,529,6471,depressed,3,1,1
flat,529,11394,planar,-1,1,1
flat,529,11428,splay,-1,2,1
flat,529,12513,prone,6,1,1
flat,529,19884,supine,-1,1,1
flat,529,20153,reclining,-1,2,1
drama,33870,167,play,1,1,2
drama,33870,991,scene,3,1,2
drama,33870,1586,production,4,1,2
drama,33870,2167,climax,-1,2,2
drama,33870,2364,comedy,3,1,2
drama,33870,2862,vehicle,3,2,2
drama,33870,5862,tragedy,4,1,2
drama,33870,5874,farce,-1,1,2
drama,33870,7758,melodrama,-1,1,2
drama,33870,10701,dramatization,-1,2,2
drama,33870,12565,theater,2,1,2
drama,33870,13685,dramaturgy,-1,2,2
drama,33870,13694,showmanship,-1,2,2
drama,33870,25089,Broadway,-1,2,2
drama,33870,31579,show,1,1,2
drama,33870,38924,tear-jerker,-1,3,2
bury,2713,303,plant,1,1,2
bury,2713,4037,inter,-1,2,2
bury,2713,7575,deposit,4,1,2
bury,2713,19808,enshrine,-1,2,2
bury,2713,21641,embalm,-1,2,2
bury,2713,23229,mummify,-1,2,2
bury,2713,27989,entomb,-1,1,2
bury,2713,31713,cover up,-1,3,2
entertain,1612,217,cheer,4,3,3
entertain,1612,385,grab,3,2,3
entertain,1612,649,absorb,4,2,3
entertain,1612,1198,slay,-1,2,3
entertain,1612,1348,inspire,4,3,3
entertain,1612,1653,relax,3,3,3
entertain,1612,2226,please,1,3,3
entertain,1612,2635,comfort,3,3,3
entertain,1612,2863,occupy,4,2,3
entertain,1612,2993,recreate,5,2,3
entertain,1612,4674,beguile,-1,3,3
entertain,1612,4850,satisfy,4,3,3
entertain,1612,5282,indulge,6,2,3
entertain,1612,5675,charm,4,3,3
entertain,1612,6735,solace,-1,2,3
entertain,1612,6851,stimulate,4,2,3
entertain,1612,7250,pique,-1,2,3
entertain,1612,7852,engross,-1,2,3
entertain,1612,8056,divert,6,2,3
entertain,1612,8104,enthrall,-1,3,3
entertain,1612,10022,gratify,-1,3,3
entertain,1612,10605,enliven,-1,2,3
entertain,1612,11025,regale,-1,3,3
entertain,1612,14410,humor,-1,2,3
entertain,1612,17861,gladden,-1,2,3
entertain,1612,19734,captivate,-1,3,3
entertain,1612,22065,distract,4,3,3
sudden,33538,922,flash,4,3,2
sudden,33538,2094,impromptu,-1,3,2
sudden,33538,3545,immediate,4,1,2
sudden,33538,3898,rapid,4,1,2
sudden,33538,5014,acute,5,3,2
sudden,33538,5590,hasty,-1,1,2
sudden,33538,6024,precipitate,-1,3,2
sudden,33538,6749,abrupt,6,1,2
sudden,33538,6874,rushing,-1,3,2
sudden,33538,7245,hurried,-1,3,2
sudden,33538,8609,unforeseen,5,1,2
sudden,33538,9998,accelerated,-1,3,2
sudden,33538,12054,swift,6,1,2
sudden,33538,12194,precipitous,-1,1,2
sudden,33538,14899,rash,6,3,2
sudden,33538,16402,headlong,-1,3,2
sudden,33538,21982,impetuous,-1,3,2
sudden,33538,24471,quick,2,1,2
sudden,33538,25496,fast,1,3,2
sudden,33538,27503,expeditious,-1,3,2
sudden,33538,28100,spasmodic,-1,3,2
sudden,33538,31346,unusual,2,1,2
sudden,33538,33017,impulsive,6,3,2
damage,2572,111,wrong,1,2,2
damage,2572,551,hurt,2,2,2
damage,2572,1195,evil,4,2,2
damage,2572,1568,accident,2,1,2
damage,2572,1737,waste,3,2,2
damage,2572,2116,pollution,3,1,2
damage,2572,2849,stroke,4,2,2
damage,2572,3406,harm,4,1,2
damage,2572,3484,wound,4,1,2
damage,2572,3808,destruction,4,1,2
damage,2572,3975,ruin,4,2,2
damage,2572,4113,outrage,5,2,2
damage,2572,4446,suffering,4,1,2
damage,2572,4616,wreckage,6,2,2
damage,2572,5240,hardship,5,1,2
damage,2572,5290,deterioration,-1,1,2
damage,2572,5348,devastation,-1,1,2
damage,2572,5599,disturbance,5,1,2
damage,2572,5854,deprivation,6,2,2
damage,2572,5949,corruption,5,1,2
damage,2572,5984,bane,-1,2,2
damage,2572,6136,illness,3,1,2
damage,2572,6357,bruise,-1,1,2
damage,2572,6506,ravage,-1,2,2
damage,2572,7437,mishap,6,2,2
damage,2572,7549,impairment,-1,1,2
damage,2572,7954,breakage,-1,2,2
damage,2572,8683,depreciation,-1,2,2
damage,2572,8748,disservice,-1,2,2
damage,2572,8764,casualty,6,1,2
damage,2572,9830,adversity,-1,2,2
damage,2572,10300,knockout,-1,2,2
damage,2572,10653,affliction,-1,2,2
damage,2572,11769,detriment,-1,2,2
damage,2572,13519,blemish,-1,2,2
damage,2572,14265,blow,3,1,2
damage,2572,16210,catastrophe,6,1,2
damage,2572,16874,debasement,-1,2,2
damage,2572,19211,adulteration,-1,2,2
damage,2572,20942,infliction,-1,2,2
damage,2572,22417,spoilage,-1,2,2
damage,2572,31341,reverse,5,2,2
damage,2572,31878,contamination,-1,1,2
damage,2572,32551,mischief,-1,2,2
damage,2572,37156,mutilation,-1,2,2
undress,23314,992,shed,5,2,2
undress,23314,1923,strip,5,2,2
undress,23314,3055,peel,4,2,2
undress,23314,6191,husk,-1,2,2
undress,23314,9047,disarray,-1,2,2
undress,23314,12773,doff,-1,2,2
undress,23314,17228,denude,-1,2,2
undress,23314,19468,disrobe,-1,3,2
undress,23314,20890,unmask,-1,3,2
create,1492,49,make,1,3,1
create,1492,153,start,1,3,1
create,1492,301,hatch,-1,2,1
create,1492,334,father,1,2,1
create,1492,477,shape,3,3,1
create,1492,683,coin,3,2,1
create,1492,833,discover,3,3,1
create,1492,1130,form,4,3,1
create,1492,1340,author,3,2,1
create,1492,1403,fashion,2,2,1
create,1492,1423,effect,3,2,1
create,1492,2045,produce,3,3,1
create,1492,2052,compose,4,2,1
create,1492,2187,design,3,3,1
create,1492,2198,generate,4,3,1
create,1492,2366,perform,4,2,1
create,1492,2477,invent,3,3,1
create,1492,2776,establish,4,3,1
create,1492,2806,occasion,4,2,1
create,1492,3183,institute,4,2,1
create,1492,3195,initiate,6,3,1
create,1492,3213,invest,4,2,1
create,1492,3244,originate,6,2,1
create,1492,3299,forge,5,3,1
create,1492,4289,sire,-1,2,1
create,1492,4706,construct,4,3,1
create,1492,4762,found,4,3,1
create,1492,5401,erect,5,2,1
create,1492,6270,conceive,6,3,1
create,1492,6448,spawn,-1,3,1
create,1492,7063,constitute,5,3,1
create,1492,7704,fabricate,-1,2,1
create,1492,7976,formulate,6,2,1
create,1492,8557,organize,3,3,1
create,1492,12114,beget,-1,2,1
create,1492,12336,concoct,-1,2,1
create,1492,15859,actualize,-1,2,1
progress,5254,229,way,2,2,2
progress,5254,450,break,2,2,2
progress,5254,882,journey,2,2,2
progress,5254,1080,procession,6,2,2
progress,5254,1128,rise,3,3,2
progress,5254,1682,dash,4,2,2
progress,5254,1741,process,4,3,2
progress,5254,1821,movement,4,3,2
progress,5254,2050,pace,4,3,2
progress,5254,2088,voyage,4,2,2
progress,5254,2125,increase,3,3,2
progress,5254,2833,stride,-1,3,2
progress,5254,2877,advance,4,3,2
progress,5254,3035,momentum,6,3,2
progress,5254,3107,motion,6,2,2
progress,5254,3198,tour,2,2,2
progress,5254,3770,passage,4,2,2
progress,5254,3812,growth,4,3,2
progress,5254,4013,ongoing,6,1,2
progress,5254,4225,development,3,3,2
progress,5254,5276,improvement,3,3,2
progress,5254,5380,boost,4,2,2
progress,5254,5394,flowering,-1,2,2
progress,5254,5524,unfolding,-1,2,2
progress,5254,5916,promotion,4,2,2
progress,5254,6271,betterment,-1,2,2
progress,5254,6520,progression,5,2,2
progress,5254,8033,hike,-1,2,2
progress,5254,9628,lunge,-1,2,2
progress,5254,10599,proficiency,-1,2,2
progress,5254,13023,evolution,4,3,2
progress,5254,14067,headway,-1,3,2
progress,5254,19216,buildup,-1,2,2
progress,5254,29795,breakthrough,4,3,2
beauty,1856,861,bloom,-1,2,2
beauty,1856,1078,polish,-1,2,2
beauty,1856,1280,class,1,2,2
beauty,1856,1907,style,3,1,2
beauty,1856,2510,attraction,3,2,2
beauty,1856,3115,grace,5,1,2
beauty,1856,5478,artistry,-1,1,2
beauty,1856,5675,charm,4,1,2
beauty,1856,6147,symmetry,-1,2,2
beauty,1856,8324,refinement,-1,1,2
beauty,1856,11261,allure,-1,1,2
beauty,1856,32000,fascination,5,2,2
beauty,1856,33074,delicacy,-1,1,2
beauty,1856,33219,fairness,5,2,2
beauty,1856,35205,elegance,5,1,2
main,1725,58,head,1,2,1
main,1725,357,star,1,2,1
main,1725,468,special,2,3,1
main,1725,1354,central,3,3,1
main,1725,1389,essential,3,3,1
main,1725,2212,necessary,3,2,1
main,1725,2557,chief,4,2,1
main,1725,2839,cardinal,-1,2,1
main,1725,2843,particular,4,3,1
main,1725,3701,outstanding,4,1,1
main,1725,3727,vital,4,3,1
main,1725,4019,fundamental,6,3,1
main,1725,4258,major,4,3,1
main,1725,5010,supreme,5,1,1
main,1725,5444,critical,4,1,1
main,1725,5889,paramount,6,1,1
main,1725,7010,prime,6,3,1
main,1725,10038,stellar,-1,1,1
main,1725,12483,prevailing,-1,1,1
main,1725,12726,leading,4,3,1
main,1725,14426,premier,5,2,1
main,1725,15750,crucial,4,1,1
main,1725,23698,preeminent,-1,3,1
wage,4968,49,make,1,2,1
wage,4968,798,practice,4,2,1
wage,4968,1998,conduct,4,2,1
wage,4968,3185,pursue,4,2,1
wage,4968,4644,undertake,5,2,1
wage,4968,5411,fulfill,-1,2,1
wage,4968,9016,prosecute,6,2,1
wage,4968,32524,do,1,2,1
quantity,2952,57,body,1,2,3
quantity,2952,333,lot,1,2,3
quantity,2952,418,pile,4,1,3
quantity,2952,841,size,2,1,3
quantity,2952,1062,load,4,1,3
quantity,2952,1291,total,3,2,3
quantity,2952,1322,deal,4,2,3
quantity,2952,1807,figure,3,2,3
quantity,2952,1916,length,3,1,3
quantity,2952,2033,volume,4,1,3
quantity,2952,2408,variety,3,1,3
quantity,2952,2546,expanse,-1,2,3
quantity,2952,3152,batch,-1,1,3
quantity,2952,3241,sum,3,1,3
quantity,2952,4323,capacity,4,1,3
quantity,2952,4365,abundance,5,1,3
quantity,2952,4896,multitude,-1,2,3
quantity,2952,4937,extent,4,2,3
quantity,2952,5088,budget,4,2,3
quantity,2952,5484,mass,5,2,3
quantity,2952,7474,bulk,5,1,3
quantity,2952,8155,quota,5,1,3
quantity,2952,8222,aggregate,-1,2,3
quantity,2952,9466,profusion,-1,2,3
quantity,2952,12583,portion,5,1,3
quantity,2952,16221,allotment,-1,2,3
quantity,2952,19612,amplitude,-1,2,3
quantity,2952,31319,part,2,2,3
quantity,2952,32506,measure,4,2,3
quantity,2952,32940,greatness,4,2,3
quantity,2952,33643,magnitude,5,2,3
contract,4829,413,paper,1,2,2
contract,4829,609,promise,3,2,2
contract,4829,2107,evidence,4,2,2
contract,4829,3265,record,2,1,2
contract,4829,3320,commitment,4,1,2
contract,4829,4351,engagement,5,2,2
contract,4829,4499,compact,-1,2,2
contract,4829,4784,convention,5,2,2
contract,4829,4899,guarantee,4,1,2
contract,4829,5182,proof,4,2,2
contract,4829,5392,bond,4,1,2
contract,4829,5697,bargain,3,1,2
contract,4829,5700,treaty,6,2,2
contract,4829,6215,commission,4,2,2
contract,4829,6875,obligation,4,1,2
contract,4829,7030,settlement,5,1,2
contract,4829,7181,pledge,5,1,2
contract,4829,7606,deposition,-1,2,2
contract,4829,8676,pact,6,1,2
contract,4829,9576,liability,5,2,2
contract,4829,12184,indenture,-1,2,2
contract,4829,17656,stipulation,-1,2,2
contract,4829,23428,covenant,-1,2,2
contract,4829,31401,understanding,4,2,2
contract,4829,31566,arrangement,3,1,2
contract,4829,33927,dicker,-1,2,2
contract,4829,35117,handshake,-1,2,2
silk,2369,1021,thread,5,1,1
silk,2369,8587,fiber,-1,1,1
silk,2369,14835,taffeta,-1,1,1
benefit,8094,245,good,1,2,3
benefit,8094,265,help,1,3,3
benefit,8094,681,use,1,3,3
benefit,8094,977,cream,2,2,3
benefit,8094,1350,aid,4,3,3
benefit,8094,1509,worth,3,2,3
benefit,8094,4978,favor,-1,2,3
benefit,8094,5104,profit,4,3,3
benefit,8094,5288,avail,-1,2,3
benefit,8094,5817,welfare,6,3,3
benefit,8094,6116,gravy,-1,2,3
benefit,8094,6271,betterment,-1,2,3
benefit,8094,7145,assistance,4,3,3
benefit,8094,7233,boon,-1,2,3
benefit,8094,10065,godsend,-1,2,3
benefit,8094,11252,perk,-1,3,3
depressed,6471,104,blue,1,2,3
depressed,6471,185,grim,6,3,3
depressed,6471,242,down,2,2,3
depressed,6471,962,moody,-1,3,3
depressed,6471,2021,melancholy,-1,3,3
depressed,6471,6624,pessimistic,4,1,3
depressed,6471,7314,morose,-1,1,3
depressed,6471,7361,downcast,-1,3,3
depressed,6471,7597,bad,1,3,3
depressed,6471,10620,dispirited,-1,2,3
depressed,6471,12059,crestfallen,-1,3,3
depressed,6471,13270,low,3,2,3
depressed,6471,19296,bleeding,-1,2,3
depressed,6471,19540,dejected,-1,2,3
depressed,6471,19833,despondent,-1,1,3
depressed,6471,20598,crummy,-1,3,3
depressed,6471,28049,disconsolate,-1,3,3
depressed,6471,31494,hurting,2,2,3
depressed,6471,31514,sad,1,1,3
depressed,6471,31963,spiritless,-1,3,3
depressed,6471,32200,weeping,6,2,3
depressed,6471,32452,downhearted,-1,3,3
depressed,6471,32453,glum,-1,3,3
depressed,6471,32457,unhappy,2,1,3
depressed,6471,32459,woebegone,-1,3,3
depressed,6471,33258,down and out,6,3,3
depressed,6471,35259,lugubrious,-1,3,3
depressed,6471,35279,fed up,4,3,3
depressed,6471,35680,ripped,-1,2,3
depressed,6471,36292,low-down,-1,3,3
detective,4304,53,eye,1,2,3
detective,4304,402,spy,3,1,3
detective,4304,3485,bull,-1,2,3
detective,4304,4149,snoop,-1,2,3
detective,4304,4444,agent,4,1,3
detective,4304,6424,sergeant,-1,2,3
detective,4304,8620,analyst,4,2,3
detective,4304,8920,prosecutor,6,1,3
detective,4304,13278,constable,-1,2,3
detective,4304,19894,scout,-1,2,3
detective,4304,20907,eavesdropper,-1,2,3
detective,4304,22124,sleuth,-1,1,3
detective,4304,29064,informer,-1,1,3
detective,4304,32127,shadow,4,2,3
detective,4304,33933,cop,5,2,3
detective,4304,34389,private eye,-1,1,3
detective,4304,35887,fink,-1,2,3
detective,4304,35957,nark,-1,2,3
wardrobe,2681,845,trunk,-1,1,2
wardrobe,2681,1016,cupboard,2,2,2
wardrobe,2681,1094,chest,3,2,2
wardrobe,2681,2024,clothing,4,2,2
wardrobe,2681,4603,locker,-1,2,2
wardrobe,2681,6859,closet,2,1,2
wardrobe,2681,8673,apparel,-1,1,2
wardrobe,2681,9286,buffet,-1,2,2
wardrobe,2681,10488,attire,-1,1,2
wardrobe,2681,12141,dresser,-1,1,2
wardrobe,2681,12984,trousseau,-1,2,2
wardrobe,2681,16412,bureau,-1,2,2
wardrobe,2681,22859,commode,-1,2,2
wardrobe,2681,34690,threads,-1,2,2
wardrobe,2681,34692,duds,-1,2,2
wardrobe,2681,38781,costumes,4,2,2
wardrobe,2681,38782,ensembles,-1,2,2
wardrobe,2681,38783,outfits,-1,2,2
wardrobe,2681,38784,rags,-1,2,2
wardrobe,2681,38785,suits,-1,2,2
alter,31338,219,turn,4,2,2
alter,31338,410,doctor,1,2,2
alter,31338,1129,shift,5,1,2
alter,31338,1490,reconstruct,5,2,2
alter,31338,1873,transform,4,1,2
alter,31338,3625,modify,5,1,2
alter,31338,4052,vary,4,1,2
alter,31338,4334,adapt,4,2,2
alter,31338,5060,adjust,4,1,2
alter,31338,5223,revise,4,1,2
alter,31338,6565,convert,4,2,2
alter,31338,6905,amend,6,1,2
alter,31338,7982,renovate,5,2,2
alter,31338,9399,revamp,-1,1,2
alter,31338,9769,mutate,-1,2,2
alter,31338,10369,metamorphose,-1,2,2
alter,31338,11933,recalibrate,-1,3,2
alter,31338,12268,reshape,-1,1,2
alter,31338,15323,remodel,-1,2,2
alter,31338,17005,transmute,-1,2,2
alter,31338,26475,recast,-1,2,2
alter,31338,26482,diversify,-1,2,2
alter,31338,31339,change,1,1,2
alter,31338,31862,develop,3,1,2
alter,31338,32116,reform,6,2,2
alter,31338,33253,cook,1,2,2
figures,35180,110,number,1,1,3
figures,35180,585,cost,2,1,3
figures,35180,586,price,2,1,3
figures,35180,1088,character,3,1,3
figures,35180,1291,total,3,1,3
figures,35180,1509,worth,3,2,3
figures,35180,2712,symbol,2,1,3
figures,35180,3241,sum,3,1,3
figures,35180,11825,integer,-1,2,3
figures,35180,21123,cipher,-1,2,3
figures,35180,29103,digit,-1,2,3
figures,35180,32694,rate,4,1,3
figures,35180,34953,amount,3,1,3
figures,35180,35112,quotation,6,2,3
figures,35180,37556,terms,4,2,3
despite,33496,21215,notwithstanding,5,3,2
despite,33496,32313,against,2,3,2
despite,33496,33871,although,3,3,2
despite,33496,37559,even though,2,3,2
soil,85,268,land,4,3,1
soil,85,825,ground,4,3,1
soil,85,847,clay,-1,3,1
soil,85,1774,dust,3,3,1
soil,85,6630,grime,-1,2,1
soil,85,8119,soot,-1,2,1
soil,85,16179,terra firma,-1,1,1
bunch,28800,110,number,1,1,1
bunch,28800,333,lot,1,1,1
bunch,28800,418,pile,4,1,1
bunch,28800,431,party,1,2,1
bunch,28800,558,gang,4,1,1
bunch,28800,886,crowd,2,1,1
bunch,28800,961,blob,-1,2,1
bunch,28800,1111,band,1,1,1
bunch,28800,1384,galaxy,-1,2,1
bunch,28800,1582,team,2,2,1
bunch,28800,1879,swarm,-1,2,1
bunch,28800,1936,knot,-1,2,1
bunch,28800,2059,clump,-1,2,1
bunch,28800,2149,host,4,2,1
bunch,28800,2714,crew,3,1,1
bunch,28800,2952,quantity,3,2,1
bunch,28800,3046,parcel,-1,2,1
bunch,28800,3152,batch,-1,1,1
bunch,28800,3243,hunk,-1,2,1
bunch,28800,3329,bevy,-1,1,1
bunch,28800,3822,troop,4,2,1
bunch,28800,4535,stack,-1,1,1
bunch,28800,4606,heap,-1,2,1
bunch,28800,4803,flock,-1,1,1
bunch,28800,4822,bundle,6,1,1
bunch,28800,4896,multitude,-1,1,1
bunch,28800,5484,mass,5,2,1
bunch,28800,6302,spray,-1,2,1
bunch,28800,6618,chunk,5,1,1
bunch,28800,6632,gathering,5,2,1
bunch,28800,7261,assortment,-1,1,1
bunch,28800,7960,bouquet,-1,2,1
bunch,28800,11327,assemblage,-1,1,1
bunch,28800,14001,agglomeration,-1,2,1
bunch,28800,16029,sheaf,-1,2,1
bunch,28800,19088,cluster,5,1,1
bunch,28800,23116,caboodle,-1,2,1
bunch,28800,29498,mob,5,1,1
bunch,28800,31330,group,1,1,1
bunch,28800,31867,shock,3,2,1
bunch,28800,32781,mess,3,1,1
bunch,28800,32912,pack,2,1,1
bunch,28800,35882,covey,-1,2,1
bunch,28800,35883,fascicle,-1,2,1
bunch,28800,35884,oodles,-1,2,1
bunch,28800,35885,tuft,-1,2,1
bunch,29766,110,number,1,1,1
bunch,29766,333,lot,1,1,1
bunch,29766,418,pile,4,1,1
bunch,29766,431,party,1,2,1
bunch,29766,558,gang,4,1,1
bunch,29766,886,crowd,2,1,1
bunch,29766,961,blob,-1,2,1
bunch,29766,1111,band,1,1,1
bunch,29766,1384,galaxy,-1,2,1
bunch,29766,1582,team,2,2,1
bunch,29766,1879,swarm,-1,2,1
bunch,29766,1936,knot,-1,2,1
bunch,29766,2059,clump,-1,2,1
bunch,29766,2149,host,4,2,1
bunch,29766,2714,crew,3,1,1
bunch,29766,2952,quantity,3,2,1
bunch,29766,3046,parcel,-1,2,1
bunch,29766,3152,batch,-1,1,1
bunch,29766,3243,hunk,-1,2,1
bunch,29766,3329,bevy,-1,1,1
bunch,29766,3822,troop,4,2,1
bunch,29766,4535,stack,-1,1,1
bunch,29766,4606,heap,-1,2,1
bunch,29766,4803,flock,-1,1,1
bunch,29766,4822,bundle,6,1,1
bunch,29766,4896,multitude,-1,1,1
bunch,29766,5484,mass,5,2,1
bunch,29766,6302,spray,-1,2,1
bunch,29766,6618,chunk,5,1,1
bunch,29766,6632,gathering,5,2,1
bunch,29766,7261,assortment,-1,1,1
bunch,29766,7960,bouquet,-1,2,1
bunch,29766,11327,assemblage,-1,1,1
bunch,29766,14001,agglomeration,-1,2,1
bunch,29766,16029,sheaf,-1,2,1
bunch,29766,23116,caboodle,-1,2,1
bunch,29766,28854,cluster,5,1,1
